,Identity No,Surname,Given Name,Date of Birth,Gender,Document No,Nationality,Date of Expire,Mother's name,Father's name,Issuing Authority
310,93198960752,ŞENSOY,ERMUTLU,26.06.1976,E/M,T90O43909,TC/TUR,20.07.2027,ÖZGÜN,NAKIP,T.C. İÇIŞLERI BAKANLIĞI
311,43787813219,YILDIRIM,GÜNVER,22.10.1923,E/M,P25N17399,TC/TUR,12.08.2024,SUNAY,DOĞUHAN,T.C. İÇIŞLERI BAKANLIĞI
312,90345965729,ERASLAN,ERIŞ,10.06.2004,K/F,K13I26391,TC/TUR,11.10.2028,GÜLDAM,NEHIP,T.C. İÇIŞLERI BAKANLIĞI
313,80276172811,AKDENIZ,LAZE,01.10.1941,K/F,O43K73789,TC/TUR,04.10.2030,BERAY,AKINAL,T.C. İÇIŞLERI BAKANLIĞI
314,67833291355,DURAN,YEPELEK,29.06.1961,K/F,O75P35161,TC/TUR,17.05.2029,GÜLHISAR,YILMAZ,T.C. İÇIŞLERI BAKANLIĞI
315,14674298817,DUMANLI,MELIHCAN,03.09.1972,E/M,H10Y64722,GMB,26.10.2022,ERBAY,GÖZEL,T.C. İÇIŞLERI BAKANLIĞI
316,25686799935,ŞAFAK,KOÇKAN,05.01.1948,E/M,X45E02604,THA,06.10.2028,NÜRICE,HARIZ,T.C. İÇIŞLERI BAKANLIĞI
317,22179813675,DURMUŞ,ŞIRIVAN,18.01.1983,K/F,X40T20675,TC/TUR,01.05.2029,ASLIYE,AKAR,T.C. İÇIŞLERI BAKANLIĞI
318,69986512466,BILGIN,REBIHAT,09.08.1925,K/F,Y45A48083,TC/TUR,31.07.2030,MÜŞÜRE,ÖNSAL,T.C. İÇIŞLERI BAKANLIĞI
319,48533786188,ZENGIN,YEKBUN,01.10.1987,K/F,A06K31404,TC/TUR,15.10.2023,AĞBEGIM,ÇAPKAN,T.C. İÇIŞLERI BAKANLIĞI
320,73146224345,ÇETIN,ÖZDIL,01.08.1991,E/M,P45P96443,TC/TUR,07.12.2027,MEVEDDET,HAZRAT,T.C. İÇIŞLERI BAKANLIĞI
321,7132107385,SOYLU,LÜFEN,09.09.1937,K/F,P00M72682,TC/TUR,12.03.2029,HANBIKEN,DENIZALP,T.C. İÇIŞLERI BAKANLIĞI
322,95149485141,YILDIRIM,İMREN,25.06.1927,E/M,M01T18095,TC/TUR,09.10.2021,NECILAL,KAHIR,T.C. İÇIŞLERI BAKANLIĞI
323,12019913971,BILGE,GÜÇLÜER,23.02.1971,E/M,X57N83079,TC/TUR,06.05.2023,KITAN,ÖVER,T.C. İÇIŞLERI BAKANLIĞI
324,52735812646,ZORLU,CANAN,21.11.2010,K/F,N64E70537,TC/TUR,05.09.2028,OGUŞ,DAYAR,T.C. İÇIŞLERI BAKANLIĞI
325,16037014391,TÜRK,RABIH,12.05.1988,E/M,E30E65043,SWZ,30.10.2028,ŞAHIGÜL,TURGUT,T.C. İÇIŞLERI BAKANLIĞI
326,42358211148,DURDU,TEYBET,06.03.1934,K/F,B32Z80707,TC/TUR,08.10.2028,ORÇIN,KADER,T.C. İÇIŞLERI BAKANLIĞI
327,19438734213,ÇORLU,SEVLA,24.12.1932,K/F,A53P97143,TC/TUR,12.02.2022,ATIYYE,İNANÇLI,T.C. İÇIŞLERI BAKANLIĞI
328,18633474444,SAKARYA,ŞAHINDER,14.02.1957,K/F,Z34M22595,TC/TUR,29.01.2029,FERMUTA,NEBIH,T.C. İÇIŞLERI BAKANLIĞI
329,87571479707,DURAN,TEKINER,22.07.2008,E/M,N18I92742,TC/TUR,19.04.2028,TUTKUCAN,YÜMUN,T.C. İÇIŞLERI BAKANLIĞI
330,62664184315,KISAKÜREK,KASIM,14.06.1965,E/M,Y34T06108,TC/TUR,04.11.2023,NEJDET,ŞUAYP,T.C. İÇIŞLERI BAKANLIĞI
331,3426643922,DURMUŞ,ZEYNO,14.06.1952,K/F,E87I74264,TC/TUR,06.08.2031,ŞÜKÜFE,KAHIR,T.C. İÇIŞLERI BAKANLIĞI
332,55324110807,AKAR,SELMIN,28.10.1997,K/F,B29Y71852,TC/TUR,12.05.2023,REZIN,SELAHEDDIN,T.C. İÇIŞLERI BAKANLIĞI
333,13234443971,YILMAZ,MEMILI,13.10.1913,E/M,N70H02989,TC/TUR,03.07.2029,TAYYIBE,TAYYIP,T.C. İÇIŞLERI BAKANLIĞI
334,4166015004,GÜÇLÜ,GÖKÇE,22.07.1983,K/F,B49T32007,TC/TUR,15.02.2028,MIRAY,NURAL,T.C. İÇIŞLERI BAKANLIĞI
335,69595088286,ASLAN,HÜSMEN,25.03.2010,E/M,O72N71923,TC/TUR,20.07.2030,SABIR,DALKILIÇ,T.C. İÇIŞLERI BAKANLIĞI
336,4807603030,ŞENER,ŞAHMETTIN,09.04.1989,E/M,N51N00735,TC/TUR,29.06.2031,SITI,PEHLIL,T.C. İÇIŞLERI BAKANLIĞI
337,87681716864,ŞENSOY,KEZBAN,13.03.1988,K/F,N20K67200,TC/TUR,31.05.2026,HAVALI,ÖVER,T.C. İÇIŞLERI BAKANLIĞI
338,35660282606,AKÇA,AKGÜNEŞ,12.04.2008,K/F,H77O59103,TC/TUR,19.07.2024,FERAYE,AKATAY,T.C. İÇIŞLERI BAKANLIĞI
339,24003042581,İNÖNÜ,MUFIDE,21.04.1927,K/F,N12M65222,PLW,17.08.2027,SEVDINAR,ERINÇER,T.C. İÇIŞLERI BAKANLIĞI
340,39179294340,SEZER,TUTKUCAN,15.02.1942,K/F,H58M88756,TC/TUR,17.01.2024,LERZE,İNANÇLI,T.C. İÇIŞLERI BAKANLIĞI
341,19954091899,YILDIRIM,DILDER,06.01.1911,E/M,Y52B92464,TC/TUR,06.10.2027,ZUBEYDE,ÖKTÜRK,T.C. İÇIŞLERI BAKANLIĞI
342,69222843150,SAKARYA,FEYHA,14.01.1916,K/F,N25A59553,BLZ,19.04.2026,TANSES,NAZLIM,T.C. İÇIŞLERI BAKANLIĞI
343,62481518283,TÜRK,GÜLDÜNYA,02.08.1937,K/F,A60K46372,TC/TUR,19.12.2021,NIHAN,AĞMUR,T.C. İÇIŞLERI BAKANLIĞI
344,20102156552,İHSANOĞLU,İMRIHAN,19.03.1954,K/F,A07I92426,TC/TUR,20.09.2026,SEVGINUR,TURABI,T.C. İÇIŞLERI BAKANLIĞI
345,4887465417,DURMUŞ,KANPULAT,18.10.1987,E/M,P21X56212,TC/TUR,17.03.2027,ENFES,BARAK,T.C. İÇIŞLERI BAKANLIĞI
346,46069308724,KARADENIZ,UMUŞAN,15.08.1978,K/F,H59M89336,TC/TUR,29.12.2029,SEYYIDE,ZIHNI,T.C. İÇIŞLERI BAKANLIĞI
347,31339577586,ERTAŞ,BABA,24.09.1925,E/M,H13K35512,TC/TUR,28.05.2029,ÜMMÜHAN,EFLÂTUN,T.C. İÇIŞLERI BAKANLIĞI
348,38796076750,ÇETIN,TEVS,12.11.1988,E/M,I97N97409,TC/TUR,26.06.2026,HÜSNÜHÂL,ÜRFETTIN,T.C. İÇIŞLERI BAKANLIĞI
349,2760186481,ÇETIN,ÖZPINAR,15.04.2011,E/M,B09Z15372,TC/TUR,30.08.2024,ARZIYE,ERSEÇ,T.C. İÇIŞLERI BAKANLIĞI
350,94448822601,DURMUŞ,IDIK,28.09.1979,E/M,Z70B88100,TC/TUR,15.05.2022,TANSES,SEMENDER,T.C. İÇIŞLERI BAKANLIĞI
351,10092751209,ŞAFAK,SEBIGÜL,20.10.1988,K/F,O64Z28639,TC/TUR,22.04.2027,MINIBE,ALKOR,T.C. İÇIŞLERI BAKANLIĞI
352,57451129156,İNÖNÜ,TAÇNUR,07.04.1984,K/F,H22O62520,TC/TUR,01.05.2028,KANDEF,MILAY,T.C. İÇIŞLERI BAKANLIĞI
353,76382529652,YAMAN,ÖZTEK,06.02.1980,E/M,B89X10013,TC/TUR,23.06.2030,SÜZER,KOTUZ,T.C. İÇIŞLERI BAKANLIĞI
354,36010675000,GÜL,OYMAK,21.09.1929,E/M,O16N80482,TC/TUR,31.08.2025,NEPTÜN,AKMANER,T.C. İÇIŞLERI BAKANLIĞI
355,6982367565,KORUTÜRK,NURA,18.09.1941,K/F,E61N17650,VCT,14.06.2024,RUHIDE,SADITTIN,T.C. İÇIŞLERI BAKANLIĞI
356,72393621105,ÜLKER,YOSMA,14.11.1968,K/F,Z19I27081,TC/TUR,04.01.2029,YURDASER,ZEYNELABIDIN,T.C. İÇIŞLERI BAKANLIĞI
357,90112527223,ZORLU,SERDA,03.10.1912,E/M,X48N15847,TC/TUR,16.12.2028,SIRRIYE,AKINAL,T.C. İÇIŞLERI BAKANLIĞI
358,13238861141,DURDU,SEVICAN,13.04.1918,K/F,T11E40723,ETH,21.12.2021,MAŞIDE,ANDIÇ,T.C. İÇIŞLERI BAKANLIĞI
359,59402432803,DEMIR,ATIYYE,12.06.1957,K/F,A66K51404,TC/TUR,15.12.2029,SABIR,ALAADDIN,T.C. İÇIŞLERI BAKANLIĞI
360,78537447903,BILIR,DILARA,09.05.2010,K/F,Y96P07534,TC/TUR,11.05.2030,RUHUGÜL,REMAZAN,T.C. İÇIŞLERI BAKANLIĞI
361,94667786002,DURAN,MAHSUN,08.11.1961,E/M,E09I91561,TC/TUR,20.12.2027,NURŞAN,AZETTIN,T.C. İÇIŞLERI BAKANLIĞI
362,89333699314,AKDENIZ,BURAKHAN,19.09.1948,E/M,P39B83816,TC/TUR,13.07.2023,MAHTER,MELIHCAN,T.C. İÇIŞLERI BAKANLIĞI
363,97994194279,YILDIRIM,SÖKMEN,08.07.1946,E/M,I31I75740,TC/TUR,27.01.2031,DOĞANNUR,ÜZER,T.C. İÇIŞLERI BAKANLIĞI
364,66147076756,ARSLAN,GÜNVER,10.03.1931,K/F,N43X30586,TC/TUR,05.09.2030,ÖZGÜN,SEYITHAN,T.C. İÇIŞLERI BAKANLIĞI
365,47141615934,MANSIZ,NIYAZI,21.05.1912,E/M,N74B48900,TC/TUR,03.04.2028,AHTER,KIRAT,T.C. İÇIŞLERI BAKANLIĞI
366,12407843736,ERDOĞAN,İÇIMBIKE,07.06.2010,K/F,N31B14315,TC/TUR,29.06.2026,BELGIZAR,ULUĞBEY,T.C. İÇIŞLERI BAKANLIĞI
367,37813540318,GÜLEN,BERKSAY,12.05.1992,E/M,A39I51382,TC/TUR,29.03.2031,NURSIM,HIÇSÖNMEZ,T.C. İÇIŞLERI BAKANLIĞI
368,47596674509,TÜRK,YENERAL,26.05.1988,E/M,Z78H01282,TC/TUR,12.07.2023,ÖVÜN,GÜNDEN,T.C. İÇIŞLERI BAKANLIĞI
369,34529481128,ERASLAN,FERMUTA,06.01.1985,K/F,K28B22706,TC/TUR,01.02.2031,BEGIM,ACAR,T.C. İÇIŞLERI BAKANLIĞI
370,52211099783,SEZER,BAHTINUR,21.08.1996,K/F,M83A14428,TC/TUR,18.10.2025,GÜL,MEHMED,T.C. İÇIŞLERI BAKANLIĞI
371,7134678888,ÖCALAN,NURDENIZ,28.01.1978,K/F,Y05N65396,TC/TUR,28.03.2030,SULTANE,ODKANLI,T.C. İÇIŞLERI BAKANLIĞI
372,33043407434,BILGIN,YASAN,30.12.1971,E/M,Z79X41609,TC/TUR,17.12.2029,FADILE,EKMEL,T.C. İÇIŞLERI BAKANLIĞI
373,60092213693,MANÇO,SONAD,01.05.2008,E/M,Z62X06297,TC/TUR,25.09.2029,AKAY,UTKUCAN,T.C. İÇIŞLERI BAKANLIĞI
374,63331531768,ARSLAN,YILDIZ,14.08.1991,K/F,E21I24520,TC/TUR,05.08.2028,İLKLIMA,TUNGUÇ,T.C. İÇIŞLERI BAKANLIĞI
375,1961011743,ÖCALAN,TOPUZ,30.06.1938,E/M,Z91X54809,TC/TUR,21.05.2031,FEDEN,TINAL,T.C. İÇIŞLERI BAKANLIĞI
376,63338775960,ÖCALAN,ATASAGUN,18.07.1933,E/M,T39T33346,TC/TUR,07.01.2028,ERGÜL,GÜRSAL,T.C. İÇIŞLERI BAKANLIĞI
377,255002325,YILMAZ,AZADE,19.07.1994,K/F,E80I84491,TC/TUR,07.11.2021,TALIBE,AKDORA,T.C. İÇIŞLERI BAKANLIĞI
378,78712210276,DURAN,İDE,30.09.1939,K/F,K18B54885,TC/TUR,19.01.2023,TÜRCAN,GÜÇLÜER,T.C. İÇIŞLERI BAKANLIĞI
379,15555787605,ÇORLU,ŞÜKRI,09.09.1927,E/M,O23O80169,TC/TUR,28.09.2026,YÜCEL,FAMI,T.C. İÇIŞLERI BAKANLIĞI
380,25481351512,ŞAFAK,REZZAK,28.01.1956,E/M,N32E85597,TC/TUR,28.03.2024,CUHEYNA,BOĞATIMUR,T.C. İÇIŞLERI BAKANLIĞI
381,8076066590,ERDOĞAN,FIRDEVIS,01.03.2009,K/F,H69B92704,TC/TUR,06.07.2025,HALENUR,BAYZETTIN,T.C. İÇIŞLERI BAKANLIĞI
382,76697714986,TÜRK,YALIN,19.10.2005,E/M,M73A07427,TC/TUR,26.06.2023,SONNUR,GÜNVER,T.C. İÇIŞLERI BAKANLIĞI
383,66499582815,ŞENSOY,SIRRIYE,08.08.1939,K/F,I36K10325,TC/TUR,02.11.2030,MENFEAT,OĞURATA,T.C. İÇIŞLERI BAKANLIĞI
384,99445901899,KORUTÜRK,ŞAHIGÜL,27.08.1971,K/F,K18O10527,TC/TUR,09.01.2028,KUTGÜN,PIRAHMET,T.C. İÇIŞLERI BAKANLIĞI
385,24093701938,SEVEN,MELAHA,31.10.1957,K/F,B09T68847,TC/TUR,01.04.2022,NARHANIM,MÜCELLIB,T.C. İÇIŞLERI BAKANLIĞI
386,38663311587,BILIR,ÖZKUTLU,14.08.2006,E/M,I78X94325,SWE,18.12.2022,VECIDE,BAĞDAŞ,T.C. İÇIŞLERI BAKANLIĞI
387,29140024643,ERTAŞ,ZINNURE,09.10.1943,K/F,T82B75813,TC/TUR,25.11.2022,CEDIDE,MÜZEKKER,T.C. İÇIŞLERI BAKANLIĞI
388,81994591509,ÇETIN,ECEGÜL,03.03.1934,K/F,T32B43289,TC/TUR,09.01.2030,VARLIK,ÇETINSU,T.C. İÇIŞLERI BAKANLIĞI
389,57101734010,AKAR,SITI,14.07.2001,K/F,X01Y93726,TC/TUR,20.08.2029,ŞAYAN,BAKI,T.C. İÇIŞLERI BAKANLIĞI
390,70769262729,ERTAŞ,BILGINUR,01.07.1992,K/F,X35K93573,TC/TUR,04.11.2025,ÜNSEVER,İSMET,T.C. İÇIŞLERI BAKANLIĞI
391,84654636634,ERTAŞ,SELCEN,09.02.1950,K/F,B01Z67656,TC/TUR,24.11.2029,GÜLBANI,MÜKRAMIN,T.C. İÇIŞLERI BAKANLIĞI
392,2234746787,DEMIREL,KASIM,29.08.1922,E/M,O84K87068,TC/TUR,06.04.2022,MÜJDE,SEÇME,T.C. İÇIŞLERI BAKANLIĞI
393,3640678290,ŞAMA,CABIR,18.04.1998,E/M,K08M60044,MLT,06.10.2024,İHSAN,GÖKSEV,T.C. İÇIŞLERI BAKANLIĞI
394,32265660889,DURMUŞ,ESNA,08.10.1942,K/F,T24E18803,TC/TUR,30.05.2029,AYYARUK,KÖKER,T.C. İÇIŞLERI BAKANLIĞI
395,95482003400,İNÖNÜ,SAMAHAT,04.01.1927,K/F,T04N20945,TC/TUR,02.06.2027,ZALIHA,ULUĞBEY,T.C. İÇIŞLERI BAKANLIĞI
396,73669597022,ÇAMURCUOĞLU,DALAN,22.12.1981,E/M,P30P89895,TC/TUR,03.11.2027,TEMIME,TEVS,T.C. İÇIŞLERI BAKANLIĞI
397,96873531502,GÜÇLÜ,SANUR,14.03.1988,K/F,I66E87220,BRN,20.04.2022,HANIM,SERVER,T.C. İÇIŞLERI BAKANLIĞI
398,57595993011,GÜÇLÜ,KERIME,04.06.1976,K/F,B04Y74450,TC/TUR,27.01.2028,ŞAZIME,HUZURI,T.C. İÇIŞLERI BAKANLIĞI
399,65056606468,ŞENSOY,NALÂN,15.05.1981,K/F,Z77P50803,SAU,11.06.2029,HAVALI,IŞIKAY,T.C. İÇIŞLERI BAKANLIĞI
400,59081971605,AKSU,GILMAN,08.08.1933,K/F,Z19P04007,TC/TUR,18.09.2025,ATIYYE,KAHIR,T.C. İÇIŞLERI BAKANLIĞI
401,28238176537,ERDOĞAN,BALATEKIN,04.10.1980,E/M,K41O41046,TC/TUR,31.01.2023,ZÜLFÜYE,YURTGÜVEN,T.C. İÇIŞLERI BAKANLIĞI
402,64531049011,ZENGIN,TACIDDIN,15.11.2003,E/M,Z24B62722,TC/TUR,03.02.2029,KERIME,AKCIVAN,T.C. İÇIŞLERI BAKANLIĞI
403,71336856984,ARSLAN,SEMINE,13.12.1989,K/F,Z92Y71933,TC/TUR,04.02.2025,AYASUN,ARPAĞ,T.C. İÇIŞLERI BAKANLIĞI
404,72253756472,ŞAMA,ERENALP,04.06.1912,E/M,O68Z37686,TC/TUR,07.04.2022,AYDURU,ŞENKAL,T.C. İÇIŞLERI BAKANLIĞI
405,25285276657,İNÖNÜ,ŞAHINBEY,20.08.1997,E/M,T76Y05675,TC/TUR,03.02.2030,AYTÖZ,DANIŞ,T.C. İÇIŞLERI BAKANLIĞI
406,2096866039,KARADENIZ,EŞIM,20.09.1924,K/F,P19T02456,TC/TUR,11.07.2028,İNSAF,ARTAN,T.C. İÇIŞLERI BAKANLIĞI
407,79211530045,DURDU,ÜRFETTIN,26.03.1972,E/M,E77Y27944,TC/TUR,27.05.2031,BANÜ,SOYDANER,T.C. İÇIŞLERI BAKANLIĞI
408,2648332589,DUMANLI,TURCEIN,27.06.2007,K/F,K13I12622,TC/TUR,05.06.2024,KUTUN,ŞEMSETTIN,T.C. İÇIŞLERI BAKANLIĞI
409,10619527973,DURDU,KUTGÜN,18.04.1918,K/F,O43Y33223,TC/TUR,12.02.2025,ÇAĞLAR,YERTAN,T.C. İÇIŞLERI BAKANLIĞI
410,74226485158,DEMIR,NUREY,05.02.1927,K/F,K84O68690,TC/TUR,23.03.2024,İLPER,DÜNDARALP,T.C. İÇIŞLERI BAKANLIĞI
411,71000718077,FIRAT,MEHMETZAHIR,15.01.1941,E/M,N12Y62432,TC/TUR,02.09.2026,ERBAY,VELITDIN,T.C. İÇIŞLERI BAKANLIĞI
412,93035236460,İNÖNÜ,MÜRIT,01.11.1918,E/M,O24E96637,TC/TUR,15.10.2028,PEMBESIN,MISHAT,T.C. İÇIŞLERI BAKANLIĞI
413,35829719712,ŞENER,AĞMUR,18.06.1930,E/M,M60Y93942,TC/TUR,30.12.2026,AZADE,ERTÜN,T.C. İÇIŞLERI BAKANLIĞI
414,40170727115,ERDOĞAN,PAKER,21.12.1940,E/M,O84X72540,TC/TUR,13.10.2023,HAVALI,TEKINER,T.C. İÇIŞLERI BAKANLIĞI
415,27620560295,KORUTÜRK,ARIKOL,11.08.1966,E/M,P93N73156,TC/TUR,22.11.2028,LÜFEN,ERDOGAN,T.C. İÇIŞLERI BAKANLIĞI
416,96700979184,MANSIZ,ÜSAME,24.01.1928,E/M,N03I68532,TC/TUR,29.06.2023,SEJDA,İDIRIS,T.C. İÇIŞLERI BAKANLIĞI
417,43554730497,ŞAMA,REFIK,29.04.1979,E/M,N00P03798,TC/TUR,02.08.2023,RÜMEYSA,UYGUN,T.C. İÇIŞLERI BAKANLIĞI
418,62193692151,ZENGIN,CANDENIZ,24.12.1973,E/M,P17I16915,TC/TUR,19.12.2021,MELÛL,KOTUZ,T.C. İÇIŞLERI BAKANLIĞI
419,58663077725,AKAR,ÖZGER,03.03.1963,E/M,N63A89312,TC/TUR,24.09.2026,ADILA,AKINAL,T.C. İÇIŞLERI BAKANLIĞI
420,40321773586,BILIR,ERSEÇ,29.05.1984,E/M,T53T90025,TC/TUR,01.10.2027,MUSAFFA,SARGIN,T.C. İÇIŞLERI BAKANLIĞI
421,78866658998,FIRAT,ERTEN,08.05.1926,E/M,E88X21879,TC/TUR,19.05.2022,YEPELEK,BENGIBAY,T.C. İÇIŞLERI BAKANLIĞI
422,38623062114,ZORLU,BORATAŞ,20.03.1936,E/M,T11P55372,TC/TUR,30.05.2027,DILCAN,ATATÖRE,T.C. İÇIŞLERI BAKANLIĞI
423,18088755667,KORUTÜRK,LIMON,05.03.1978,K/F,T59O03809,TC/TUR,05.05.2022,ZEMZEM,ÜMMET,T.C. İÇIŞLERI BAKANLIĞI
424,72026761949,SEZER,SEVGINUR,03.08.1979,K/F,I42E92465,TC/TUR,07.09.2030,SITI,AKCIVAN,T.C. İÇIŞLERI BAKANLIĞI
425,45115268204,SEVEN,ABDIŞ,17.04.1970,E/M,E84M11655,TC/TUR,25.09.2023,NAZ,SUDI,T.C. İÇIŞLERI BAKANLIĞI
426,18162791424,AKÇA,TEMIME,24.10.1966,K/F,M06I00182,TC/TUR,25.10.2024,NEŞRIN,SARPKIN,T.C. İÇIŞLERI BAKANLIĞI
427,93696238135,İNÖNÜ,AYŞENUR,05.08.1985,K/F,Y73I31574,TC/TUR,10.12.2028,HAVALI,DURMUŞALI,T.C. İÇIŞLERI BAKANLIĞI
428,86884187016,MANSIZ,ZÜLGARNI,18.10.1963,E/M,N38P75673,TC/TUR,19.06.2028,NEFARET,SÖKMEN,T.C. İÇIŞLERI BAKANLIĞI
429,59513301877,AKÇA,ZELHA,07.01.1970,K/F,K04X19918,TC/TUR,22.04.2029,ÇEVREGÜL,BORAHAN,T.C. İÇIŞLERI BAKANLIĞI
430,34991312976,GÜÇLÜ,ŞENNUR,28.02.1955,K/F,X75I90435,TC/TUR,29.09.2028,PERMUN,MÜNIF,T.C. İÇIŞLERI BAKANLIĞI
431,95808653349,SEVEN,KARDELEN,16.10.1965,K/F,M80O81676,TC/TUR,21.09.2026,FERINAZ,BICAN,T.C. İÇIŞLERI BAKANLIĞI
432,84861859109,ÇORLU,NEHIP,29.05.1990,E/M,T71X80493,TC/TUR,27.07.2026,ZÜMRE,ÖZDAL,T.C. İÇIŞLERI BAKANLIĞI
433,60764959740,DURAN,VEFIA,15.04.1939,K/F,I63P61799,TC/TUR,05.01.2024,SÜLEYLA,ARCAN,T.C. İÇIŞLERI BAKANLIĞI
434,22699529470,KORUTÜRK,NUYAN,11.06.1989,E/M,H50I89033,TC/TUR,05.02.2022,NEFARET,KINEL,T.C. İÇIŞLERI BAKANLIĞI
435,73073133092,YAMAN,BEKTAŞI,01.07.1988,E/M,A18Y34728,SYR,16.01.2027,SÜLEYLA,CEMALETTIN,T.C. İÇIŞLERI BAKANLIĞI
436,28088883002,ŞAMA,NAIDE,29.03.2007,K/F,X89K91476,TC/TUR,14.01.2026,HALIYE,YURTTAŞ,T.C. İÇIŞLERI BAKANLIĞI
437,48008792621,ERTAŞ,SOLMA,12.12.1928,K/F,T58X16696,TC/TUR,06.09.2027,GÜLGEN,YASAN,T.C. İÇIŞLERI BAKANLIĞI
438,40483913771,ARSLAN,YILMAZ,11.01.1950,E/M,Y70A41496,TC/TUR,16.06.2031,FERAHDIBA,DURACAN,T.C. İÇIŞLERI BAKANLIĞI
439,19484530418,ÇORLU,BORATAŞ,20.06.1968,E/M,E30O34132,TC/TUR,26.12.2025,BILGINUR,SARPKIN,T.C. İÇIŞLERI BAKANLIĞI
440,67243572020,ZORLU,PEKKAN,21.06.1922,K/F,P71K65661,TC/TUR,08.06.2030,NESLINUR,HANEDAN,T.C. İÇIŞLERI BAKANLIĞI
441,52537668210,GÜLEN,KITAN,02.10.1925,K/F,I12N77023,TC/TUR,16.02.2027,FILDAN,GÖRKLÜ,T.C. İÇIŞLERI BAKANLIĞI
442,68676326939,İHSANOĞLU,UĞUR,21.01.1938,K/F,K46O38662,BDI,27.07.2028,OGUŞ,TEKINER,T.C. İÇIŞLERI BAKANLIĞI
443,59515383380,ALEMDAR,REZZAK,23.05.1938,E/M,E74I77467,TC/TUR,25.04.2024,YALIN,SAYDAM,T.C. İÇIŞLERI BAKANLIĞI
444,69276454440,ASLAN,OGUŞ,23.09.1967,K/F,T86N31809,TC/TUR,09.07.2029,NURDA,SAYIN,T.C. İÇIŞLERI BAKANLIĞI
445,7278156372,ERDOĞAN,ARKUT,20.04.1931,E/M,T03N57728,TC/TUR,16.04.2022,HAYRÜNNISA,AYKUTALP,T.C. İÇIŞLERI BAKANLIĞI
446,13481469849,ERDOĞAN,HENIFE,26.05.1970,K/F,T85A65435,TC/TUR,09.08.2030,HÜMEYRA,ERGÖNÜL,T.C. İÇIŞLERI BAKANLIĞI
447,79703806691,DURDU,BAYDU,08.02.1918,E/M,H27E66768,TC/TUR,30.11.2029,MÜRET,ŞERAFEDDIN,T.C. İÇIŞLERI BAKANLIĞI
448,87770191731,SAKARYA,GÜNDÜZALP,31.03.1968,E/M,O55K04738,TC/TUR,20.05.2029,MINIBE,SÜMEYYE,T.C. İÇIŞLERI BAKANLIĞI
449,35246041429,TARHAN,SUNAY,11.12.1954,K/F,O57B24725,TC/TUR,20.06.2028,BENICE,ÖGE,T.C. İÇIŞLERI BAKANLIĞI
450,52822813521,BILIR,ONURSU,16.05.1951,E/M,A01O13060,TC/TUR,07.10.2022,SEMAT,ADLAN,T.C. İÇIŞLERI BAKANLIĞI
451,78027655195,ERTAŞ,HÜRÜYET,21.06.1972,K/F,Y39P97316,TC/TUR,11.07.2026,AYCAGÜL,DEVINER,T.C. İÇIŞLERI BAKANLIĞI
452,31198674520,İHSANOĞLU,OLCA,23.07.1963,E/M,Z92B18469,TC/TUR,10.02.2030,ZÜLFÜYE,FENNI,T.C. İÇIŞLERI BAKANLIĞI
453,29491789770,SEZER,BERAY,27.09.1915,K/F,O74K05460,TC/TUR,24.11.2025,MÜŞÜRE,AKBOĞA,T.C. İÇIŞLERI BAKANLIĞI
454,42654399354,ŞENER,GÜLFEZA,03.05.1942,K/F,M71O12708,TC/TUR,29.08.2028,İMGE,ZÜFER,T.C. İÇIŞLERI BAKANLIĞI
455,73330163460,DURMUŞ,CANFEZA,28.08.1980,K/F,A46E87491,TC/TUR,29.08.2025,BURCUHAN,ARIFCAN,T.C. İÇIŞLERI BAKANLIĞI
456,57736553041,ERDOĞAN,ALMUS,27.04.2000,E/M,E80Y84592,LCA,04.07.2027,LÂLE,KUDDUSI,T.C. İÇIŞLERI BAKANLIĞI
457,2673768814,ALEMDAR,ASLANHAN,07.02.1928,E/M,E31I04330,TC/TUR,14.09.2029,KUTUN,MEFARETTIN,T.C. İÇIŞLERI BAKANLIĞI
458,79812594262,İHSANOĞLU,VAHITTIN,13.01.1945,E/M,H85E16488,TC/TUR,21.12.2029,ÖNCEL,YAYAK,T.C. İÇIŞLERI BAKANLIĞI
459,93032738283,HANÇER,GÜVERÇIN,15.12.1948,K/F,K22M14477,BRN,24.05.2028,TEMIME,ERENALP,T.C. İÇIŞLERI BAKANLIĞI
460,22356365007,GÜLEN,REZIN,29.03.1956,K/F,E53O86918,TC/TUR,04.02.2029,ERBAY,UZSOY,T.C. İÇIŞLERI BAKANLIĞI
461,26783383497,YÜKSEL,AYCAGÜL,08.09.1968,K/F,P68E40137,TC/TUR,30.08.2030,ÇALIM,ÖZÜDOĞRU,T.C. İÇIŞLERI BAKANLIĞI
462,2398638879,ÇORLU,ALIŞIK,31.07.1989,K/F,N87B35621,TC/TUR,12.05.2024,GÜLENAY,ZORAL,T.C. İÇIŞLERI BAKANLIĞI
463,97424142715,ŞAMA,HOŞKADEM,27.03.1963,K/F,N21Y36798,TC/TUR,12.11.2027,ÖMRIYE,ÜRFETTIN,T.C. İÇIŞLERI BAKANLIĞI
464,62275339290,ZENGIN,ZIHNI,04.04.1922,E/M,A19P97109,TC/TUR,03.04.2028,PEMBESIN,MAZLUM,T.C. İÇIŞLERI BAKANLIĞI
